,player,rating,kills,ok,kost,kpr,srv,1vx,plant,hs,atk,def
2,HYSTERIX,0.76,4-6 (-2),1-2 (-1),56%,0.44,33%,0,0,25%,Dokkaebi,Valkyrie
3,SPEAKEASY,1.22,8-5 (+3),1-1 (+0),67%,0.89,44%,0,0,75%,Buck,Smoke
4,REDSUN,0.75,5-8 (-3),1-0 (+1),56%,0.56,11%,0,0,40%,Montagne,Valkyrie
5,SCATMAN,0.73,5-7 (-2),0-0 (+0),44%,0.56,22%,0,0,40%,Maverick,Bandit
6,WARBARK,1.44,12-6 (+6),1-2 (-1),67%,1.33,33%,0,0,42%,IQ,Mute
7,KIRISAKU,0.52,3-7 (-4),1-0 (+1),22%,0.33,22%,0,0,0%,Thermite,Mozzie
8,PEW,0.33,3-9 (-6),1-3 (-2),22%,0.33,0%,0,0,100%,Zofia,Jager
9,JRDN,1.1,7-6 (+1),1-1 (+0),67%,0.78,33%,0,1,43%,Hibana,Castle
0,SUNAN,0.44,2-10 (-8),0-0 (+0),36%,0.18,9%,1,1,50%,Thermite,Valkyrie
1,KICKED,1.15,11-9 (+2),2-1 (+1),73%,1,18%,1,0,27%,Thatcher,Jager
2,ARRAY,0.35,1-10 (-9),0-3 (-3),36%,0.09,9%,0,0,100%,Blackbeard,Smoke
3,TOLJI,0.94,8-8 (+0),1-1 (+0),64%,0.73,27%,0,0,38%,Zofia,Kaid
4,QUERVO,1.1,11-9 (+2),2-1 (+1),64%,1,18%,0,0,73%,Ash,Ela
5,LYCOLIS,1.53,14-7 (+7),2-1 (+1),91%,1.27,36%,0,0,50%,Maverick,Smoke
6,HEALTHCAREOG,1.51,14-6 (+8),0-0 (+0),73%,1.27,45%,0,0,21%,IQ,Valkyrie
7,PRODUCERBOOM,1.62,13-3 (+10),3-1 (+2),82%,1.18,73%,0,1,62%,Thermite,Lesion
8,HAJIME,0.76,4-8 (-4),1-2 (-1),64%,0.36,27%,0,0,33%,Capitao,Mute
9, PXKIE,0.52,1-9 (-8),0-1 (-1),55%,0.09,18%,0,0,100%,Ash,Jager
0,SUNAN,0.57,5-10 (-5),0-0 (+0),45%,0.45,9%,0,0,75%,Thatcher,Valkyrie
1,KICKED,0.72,6-9 (-3),2-2 (+0),55%,0.55,18%,1,0,67%,Zofia,Jager
2,ARRAY,0.78,8-10 (-2),3-2 (+1),45%,0.73,9%,0,0,88%,Buck,Jager
3,TOLJI,1.3,11-7 (+4),0-0 (+0),60%,1.1,30%,0,0,30%,IQ,Smoke
4,QUERVO,0.73,6-9 (-3),1-1 (+0),45%,0.55,18%,0,1,50%,Ash,Ela
5,LYCOLIS,1.64,15-7 (+8),2-1 (+1),91%,1.36,36%,0,0,47%,IQ,Goyo
6,HEALTHCAREOG,1.33,11-6 (+5),0-0 (+0),82%,1,45%,0,0,70%,Zofia,Valkyrie
7,PRODUCERBOOM,0.83,5-8 (-3),3-2 (+1),64%,0.45,27%,0,1,60%,Finka,Mute
8,HAJIME,1.16,8-7 (+1),0-1 (-1),82%,0.73,36%,0,1,38%,Capitao,Smoke
9,PXKIE,0.88,6-8 (-2),0-2 (-2),64%,0.55,27%,0,0,33%,Ash,Jager
0,MAGNET,1.16,23-17 (+6),5-1 (+4),58%,0.96,29%,0,0,33%,Buck,Maestro
1,LUSTY,0.88,11-15 (-4),2-0 (+2),75%,0.46,38%,0,1,45%,Lion,Lesion
2,KARZHEKA,1.04,18-17 (+1),1-2 (-1),71%,0.75,29%,0,0,47%,Buck,Mozzie
3,DAN,1.43,30-19 (+11),8-4 (+4),71%,1.25,21%,2,0,59%,Sledge,Lesion
4,SHEPPARD,0.88,10-14 (-4),0-2 (-2),67%,0.42,42%,0,1,40%,Nomad,Smoke
5,JOYSTICK,1.06,18-17 (+1),1-3 (-2),67%,0.75,29%,1,1,44%,Ash,Jager
6,VIR7UE,0.93,17-19 (-2),4-3 (+1),58%,0.71,21%,0,1,69%,Ash,Jager
7,SCYTHER,0.96,12-12 (+0),0-3 (-3),71%,0.5,50%,0,1,25%,Zofia,Echo
8,MENTALISTC,1.12,18-18 (+0),1-2 (-1),63%,0.75,25%,2,0,44%,Nomad,Goyo
9,TEX,0.73,10-20 (-10),2-4 (-2),63%,0.42,17%,0,1,60%,Zofia,Jager
0,ECL9PSE,1.09,25-22 (+3),2-4 (-2),72%,0.69,39%,0,0,38%,Nomad,Mute
1,SKYS,1.06,24-20 (+4),2-2 (+0),72%,0.67,44%,1,0,52%,Zofia,Smoke
2,MINT,0.84,22-26 (-4),0-4 (-4),50%,0.61,28%,0,1,36%,IQ,Smoke
3,HOTANCOLD,1.35,34-23 (+11),6-2 (+4),78%,0.94,36%,0,4,34%,Thermite,Maestro
4,CAMERAM4N,0.69,18-28 (-10),3-6 (-3),47%,0.5,22%,0,0,41%,Maverick,Valkyrie
5,ASTRO,0.91,26-30 (-4),4-7 (-3),58%,0.72,17%,2,1,46%,Zofia,Jager
6,MAV,0.99,25-28 (-3),4-1 (+3),69%,0.69,22%,1,1,36%,Buck,Maestro
7,YOONA,0.98,23-27 (-4),3-3 (+0),69%,0.64,25%,1,4,44%,Thermite,Smoke
8, ION,0.89,26-29 (-3),3-2 (+1),56%,0.72,19%,0,1,46%,Ash,Smoke
9,HYPER,1.2,35-27 (+8),9-5 (+4),75%,0.97,25%,1,0,43%,Thatcher,Jager
0,CANADIAN,0.73,9-21 (-12),2-2 (+0),58%,0.27,36%,0,1,50%,Thermite,Valkyrie
1,BOSCO,1,20-20 (+0),1-1 (+0),67%,0.61,39%,0,1,39%,Thatcher,Smoke
2,THINKINGNADE,1.24,29-19 (+10),1-2 (-1),76%,0.88,42%,0,1,48%,IQ,Kaid
3,KENDREW,0.83,20-28 (-8),6-6 (+0),48%,0.61,15%,0,5,53%,Thermite,Mozzie
4,RAMPY,1.63,45-19 (+26),11-4 (+7),82%,1.36,42%,1,0,51%,Buck,Jager
5,CTZN,0.88,18-24 (-6),2-4 (-2),58%,0.55,27%,1,0,61%,Ash,Jager
6,SAVES,0.86,22-26 (-4),1-6 (-5),58%,0.67,21%,0,1,60%,Hibana,Valkyrie
7,NELO,1.09,27-26 (+1),0-1 (-1),52%,0.82,21%,2,1,39%,Thatcher,Mute
8,FULTZ,1.16,29-23 (+6),7-2 (+5),70%,0.88,30%,0,0,41%,Zofia,Maestro
9,PIE,0.65,15-28 (-13),2-5 (-3),55%,0.45,15%,0,0,60%,IQ,Lesion
0,HICKS,0.66,9-19 (-10),1-2 (-1),54%,0.35,27%,0,0,43%,Hibana,Mozzie
1,RISZE,1.16,24-22 (+2),7-1 (+6),73%,0.92,15%,0,1,65%,Zofia,Jager
2,RIPZ,0.6,7-19 (-12),0-3 (-3),58%,0.27,27%,0,0,14%,Buck,Maestro
3,GEOO,1.13,22-16 (+6),2-1 (+1),65%,0.85,38%,1,0,59%,Thatcher,Jager
4,POJOMAN,1.06,13-13 (+0),0-0 (+0),77%,0.5,50%,1,3,54%,Maverick,Kaid
5,ACEEZ,1.03,24-19 (+5),2-6 (-4),50%,0.92,27%,0,0,50%,Ash,Lesion
6,ACHIEVED,0.88,17-20 (-3),3-5 (-2),62%,0.65,23%,0,0,58%,Buck,Mozzie
7,BEAULO,1.26,26-15 (+11),3-4 (-1),69%,1,42%,1,0,63%,Zofia,Valkyrie
8,KOREY,0.97,19-18 (+1),3-1 (+2),54%,0.73,31%,0,0,50%,Thermite,Mozzie
9,MERC,1.01,19-19 (+0),5-3 (+2),69%,0.73,27%,0,0,56%,Thatcher,Jager
0,MURINGA,1.08,27-23 (+4),4-6 (-2),67%,0.82,30%,0,0,44%,Thatcher,Smoke
1,PSYCHO,0.94,22-24 (-2),6-6 (+0),64%,0.67,27%,0,0,50%,Buck,Doc
2,KAMIKAZE,0.97,22-21 (+1),1-2 (-1),64%,0.67,36%,0,1,53%,Thermite,Smoke
3,JULIO,1.17,28-20 (+8),2-0 (+2),70%,0.85,39%,0,0,54%,Maverick,Castle
4,NESK,1.06,30-27 (+3),8-6 (+2),61%,0.91,18%,0,0,79%,Zofia,Goyo
5,PSK1,0.78,15-25 (-10),0-0 (+0),64%,0.45,24%,0,2,67%,IQ,Kaid
6,SEXYCAKE,0.74,10-25 (-15),0-2 (-2),67%,0.3,24%,0,3,40%,Thermite,Echo
7,PALUH,1.01,27-23 (+4),3-4 (-1),52%,0.82,30%,1,0,32%,Sledge,Jager
8,PINO,1.14,29-21 (+8),6-4 (+2),64%,0.88,36%,0,0,48%,Buck,Mute
9,MUZI,0.95,22-23 (-1),3-3 (+0),64%,0.67,30%,1,0,55%,Zofia,Jager
0, BULLET,1.11,18-12 (+6),2-2 (+0),71%,0.75,50%,0,0,38%,Ash,Valkyrie
1,NOVYS,0.95,18-17 (+1),7-5 (+2),54%,0.75,29%,0,0,56%,Sledge,Mozzie
2,CYB3R,1.34,23-13 (+10),3-0 (+3),83%,0.96,46%,0,0,70%,Zofia,Jager
3,MKING,1.08,18-12 (+6),2-1 (+1),58%,0.75,50%,0,1,50%,Hibana,Goyo
4,HUGZORD,1.11,17-15 (+2),2-0 (+2),75%,0.71,38%,0,1,50%,IQ,Smoke
5,LUNARMETAL,0.69,12-19 (-7),2-3 (-1),50%,0.5,21%,0,0,42%,Hibana,Doc
6,YSAERA,0.9,14-17 (-3),1-3 (-2),50%,0.58,29%,1,2,43%,Zofia,Alibi
7,HYSTERIX,0.7,12-20 (-8),2-3 (-1),54%,0.5,17%,0,0,25%,Lion,Jager
8,SPEAKEASY,0.9,17-19 (-2),2-4 (-2),54%,0.71,21%,0,0,38%,Ash,Jager
9,JRDN,0.8,14-19 (-5),1-3 (-2),54%,0.58,21%,1,0,50%,Sledge,Goyo
0,FABIAN,0.53,10-26 (-16),3-5 (-2),37%,0.33,13%,0,0,50%,Buck,Kaid
1,PENGU,1.27,29-19 (+10),1-0 (+1),73%,0.97,37%,0,0,55%,IQ,Smoke
2,KANTO,1.09,25-21 (+4),8-3 (+5),67%,0.83,30%,0,0,79%,Zofia,Mozzie
3,UUNO,1.2,26-23 (+3),5-1 (+4),70%,0.87,23%,2,0,65%,Buck,Jager
4,LAXING,0.93,19-18 (+1),1-4 (-3),60%,0.63,40%,1,1,47%,IQ,Mozzie
5,VERTCL,1.19,27-19 (+8),4-2 (+2),77%,0.9,37%,0,0,48%,Zofia,Jager
6,SIRBOSS,0.73,6-20 (-14),1-3 (-2),63%,0.2,33%,0,7,80%,Thermite,Maestro
7,FOXA,1.42,33-14 (+19),4-2 (+2),73%,1.1,53%,0,0,36%,Sledge,Mute
8,NYX,0.8,16-22 (-6),1-7 (-6),60%,0.53,27%,0,1,56%,Ash,Jager
9,RETRO,0.84,14-23 (-9),2-3 (-1),70%,0.47,23%,0,1,29%,Thermite,Smoke
0,RAFALE,1.23,10-9 (+1),2-0 (+2),82%,0.59,47%,0,5,33%,Maverick,Castle
1,RENSHIRO,1.09,10-9 (+1),0-1 (-1),82%,0.59,47%,0,1,40%,Thatcher,Maestro
2,ELEMZJE,1.67,21-7 (+14),5-2 (+3),82%,1.24,59%,1,1,42%,Zofia,Mute
3,NEOPHYTER,0.86,13-16 (-3),2-3 (-1),59%,0.76,6%,0,1,69%,Thatcher,Jager
4,RXWD ,1.13,10-10 (+0),3-1 (+2),82%,0.59,41%,0,0,71%,Buck,Valkyrie
5,SHAIIKO,1.65,23-9 (+14),3-0 (+3),82%,1.35,47%,1,0,52%,Hibana,Jager
6,DERPEH,0.38,5-16 (-11),0-1 (-1),29%,0.29,6%,0,0,40%,Hibana,Maestro
7,EMORIN,0.42,5-15 (-10),1-5 (-4),41%,0.29,12%,0,0,20%,Sledge,Castle
8,ETHAN,0.85,12-14 (-2),0-1 (-1),47%,0.71,18%,0,0,10%,Zofia,Jager
9,DIESEL,0.84,9-14 (-5),1-3 (-2),65%,0.53,18%,0,3,75%,Thermite,Smoke
0,BULLET,1.41,26-15 (+11),2-1 (+1),74%,1.13,35%,1,0,56%,Zofia,Bandit
1,NOVYS,0.9,17-17 (+0),3-6 (-3),48%,0.74,26%,0,0,65%,IQ,Valkyrie
2,CYB3R,0.86,12-15 (-3),1-6 (-5),57%,0.52,35%,0,0,50%,Sledge,Jager
3,MKING,1.41,26-11 (+15),2-2 (+0),78%,1.13,52%,0,0,58%,Nomad,Lesion
4,HUGZORD,1.07,11-10 (+1),0-0 (+0),83%,0.48,57%,0,2,40%,Hibana,Smoke
5,DUCRY,0.88,16-18 (-2),3-1 (+2),57%,0.7,22%,0,0,80%,Thermite,Lesion
6,GOLIATH,0.75,11-19 (-8),0-3 (-3),61%,0.48,17%,0,0,45%,Nomad,Echo
7,LUCAS,0.9,19-21 (-2),7-2 (+5),57%,0.83,9%,0,0,44%,Sledge,Jager
8,RAIO,0.81,14-17 (-3),3-1 (+2),43%,0.61,26%,0,0,92%,Zofia,Valkyrie
9,VIITZEUS,0.7,8-17 (-9),2-1 (+1),52%,0.35,26%,0,0,63%,IQ,Smoke
0,PANICO,0.97,17-18 (-1),3-1 (+2),65%,0.74,22%,0,0,38%,Buck,Mute
1,REDUCT,1.1,17-15 (+2),6-2 (+4),78%,0.74,35%,0,0,56%,Nomad,Valkyrie
2,FAALLZ,1.53,26-12 (+14),4-0 (+4),74%,1.13,48%,2,3,35%,Buck,Mute
3,LUKID,1.11,17-13 (+4),4-3 (+1),70%,0.74,43%,0,1,31%,Buck,Jager
4,RHZ,0.93,13-14 (-1),0-1 (-1),65%,0.57,39%,0,1,33%,Hibana,Smoke
5,FREEEZAO,0.61,9-19 (-10),0-2 (-2),43%,0.39,17%,0,0,29%,IQ,Smoke
6,PDR1N,0.9,15-17 (-2),0-1 (-1),61%,0.65,26%,0,1,47%,Hibana,Maestro
7,GUIIHERME1,0.58,8-18 (-10),1-3 (-2),43%,0.35,22%,0,0,67%,Nomad,Valkyrie
8,HERDSSZ,0.81,17-19 (-2),3-9 (-6),52%,0.74,17%,0,0,56%,Zofia,Jager
9,FELIPOX,1.15,18-12 (+6),2-1 (+1),65%,0.78,48%,0,0,41%,Gridlock,Smoke
0,DUDDS,1.05,15-14 (+1),4-2 (+2),56%,0.83,22%,0,0,27%,Ash,Jager
1,DRUNKZ,1.15,12-9 (+3),3-0 (+3),72%,0.67,50%,0,2,58%,Thermite,Alibi
2,VNXZZ,1.31,15-7 (+8),2-2 (+0),83%,0.83,61%,0,0,50%,Zofia,Valkyrie
3,PLUUSH,0.81,10-13 (-3),1-1 (+0),50%,0.56,28%,0,2,40%,Thermite,Lesion
4,VITZ,0.98,8-7 (+1),0-2 (-2),67%,0.44,61%,1,0,43%,Nomad,Smoke
5,PANDEX,0.78,10-13 (-3),0-2 (-2),50%,0.56,28%,0,0,40%,IQ,Smoke
6,XIMENES,0.75,9-15 (-6),3-2 (+1),56%,0.5,17%,0,0,86%,Nomad,Valkyrie
7,K1NHOOW,0.64,8-15 (-7),1-2 (-1),50%,0.44,17%,0,0,50%,Zofia,Mute
8,SYSY,0.54,8-18 (-10),2-4 (-2),50%,0.44,0%,0,0,88%,Ash,Jager
9,ALEM4O,1.66,24-8 (+16),2-1 (+1),78%,1.33,56%,0,0,55%,Buck,Mute
0,PZD,1.14,34-27 (+7),6-1 (+5),68%,0.89,29%,1,0,56%,Zofia,Valkyrie
1,WAG,0.66,17-31 (-14),3-5 (-2),50%,0.45,18%,0,0,47%,Nomad,Mute
2,BULLET,1.13,32-24 (+8),2-5 (-3),68%,0.84,37%,1,0,37%,Zofia,Mute
3,NOVYS,0.83,24-32 (-8),3-7 (-4),63%,0.63,16%,0,0,39%,Twitch,Mozzie
4,CYB3R,1.17,30-23 (+7),7-2 (+5),76%,0.79,39%,1,0,41%,Ash,Jager
5,SSEIIYA,0.68,13-31 (-18),2-2 (+0),47%,0.34,18%,1,4,69%,Nomad,Maestro
6,MKING,1.25,35-23 (+12),2-5 (-3),74%,0.92,39%,0,4,43%,Nomad,Maestro
7,HUGZORD,1.05,25-23 (+2),1-3 (-2),74%,0.66,39%,0,2,56%,Thermite,Smoke
8,LIVE.,1.24,37-30 (+7),7-6 (+1),76%,0.97,21%,2,0,56%,Sledge,Jager
9,HORNETÃO,0.86,24-29 (-5),4-1 (+3),55%,0.63,24%,1,0,61%,Sledge,Smoke
0,FK1,0.91,22-25 (-3),5-3 (+2),61%,0.71,19%,0,0,50%,Zofia,Jager
1,DUDDS,1.25,27-18 (+9),7-5 (+2),65%,0.87,42%,1,2,38%,Zofia,Jager
2,LEV1,0.9,19-23 (-4),2-3 (-1),61%,0.61,26%,1,1,41%,Thermite,Mute
3,DRUNKZ,1.11,19-21 (-2),2-0 (+2),87%,0.61,32%,0,3,53%,Hibana,Pulse
4,VNXZZ,1.2,26-16 (+10),3-3 (+0),77%,0.84,48%,0,0,45%,Buck,Valkyrie
5,VITZ,1.1,26-21 (+5),2-2 (+0),68%,0.84,32%,0,0,35%,Nomad,Kaid
6,SENK4I,0.97,22-21 (+1),4-0 (+4),65%,0.71,32%,0,0,35%,Thatcher,Smoke
7,CAINHO,0.67,16-24 (-8),3-4 (-1),42%,0.52,23%,0,0,44%,Hibana,Valkyrie
8,KINGST4R,0.69,16-27 (-11),1-6 (-5),45%,0.52,13%,0,0,53%,Buck,Kaid
9,ALEM4O,1.04,22-19 (+3),2-5 (-3),65%,0.71,39%,1,0,55%,Capitao,Smoke
0,DUDDS,1.1,20-16 (+4),4-4 (+0),55%,0.91,27%,0,0,40%,Zofia,Jager
1,DRUNKZ,0.72,9-16 (-7),0-1 (-1),50%,0.41,27%,0,1,44%,Thermite,Maestro
2,VNXZZ,1.16,21-16 (+5),3-0 (+3),82%,0.95,27%,0,0,38%,Twitch,Lesion
3,VITZ,0.63,7-17 (-10),0-2 (-2),55%,0.32,23%,1,0,57%,Nomad,Smoke
4,REDUCT,0.95,16-17 (-1),3-6 (-3),64%,0.73,23%,1,0,40%,Twitch,Jager
5,FAALLZ,1.15,18-15 (+3),4-1 (+3),77%,0.82,32%,0,0,33%,Buck,Smoke
6,LUKID,1.13,18-12 (+6),2-3 (-1),64%,0.82,45%,0,1,56%,Ash,Jager
7,RHZ,1.13,15-13 (+2),1-0 (+1),73%,0.68,41%,1,1,73%,Nomad,Mute
8,FELIPOX,1.05,15-14 (+1),2-0 (+2),73%,0.68,36%,0,1,43%,Dokkaebi,Goyo
9,ALEM4O,0.88,14-18 (-4),3-5 (-2),64%,0.64,18%,0,1,62%,Buck,Mozzie
0,PZD,0.93,32-35 (-3),5-2 (+3),69%,0.67,27%,1,0,55%,Zofia,Jager
1,WAG,0.74,23-35 (-12),2-4 (-2),50%,0.48,27%,0,1,43%,Gridlock,Doc
2,SSEIIYA,0.66,18-38 (-20),2-2 (+0),54%,0.38,21%,0,1,65%,Thermite,Maestro
3,REDUCT,0.83,24-34 (-10),3-7 (-4),60%,0.5,29%,1,2,33%,Thermite,Valkyrie
4,FAALLZ,1.26,42-28 (+14),1-5 (-4),71%,0.88,42%,1,3,49%,Dokkaebi,Smoke
5,LUKID,1.16,40-32 (+8),2-5 (-3),75%,0.83,33%,0,1,45%,Ash,Jager
6,RHZ,1.11,37-29 (+8),4-5 (-1),71%,0.77,40%,1,0,49%,Maverick,Maestro
7,LIVE.,1.22,49-36 (+13),16-4 (+12),63%,1.02,25%,0,1,43%,Buck,Jager
8,HORNETÃO,0.99,34-37 (-3),8-2 (+6),67%,0.71,23%,1,0,65%,Thatcher,Smoke
9,FELIPOX,1.04,37-33 (+4),4-11 (-7),65%,0.77,31%,0,2,34%,Buck,Lesion
0,BULLET,1.39,34-24 (+10),3-2 (+1),73%,1.03,27%,2,0,52%,Zofia,Mute
1,NOVYS,1.3,37-20 (+17),4-6 (-2),58%,1.12,39%,1,1,49%,Twitch,Valkyrie
2,CYB3R,0.83,19-26 (-7),5-5 (+0),61%,0.58,21%,0,0,47%,Ash,Jager
3,MKING,0.9,19-21 (-2),3-4 (-1),67%,0.58,36%,0,0,50%,Gridlock,Maestro
4,HUGZORD,0.93,14-23 (-9),0-1 (-1),64%,0.42,30%,2,6,54%,Thermite,Smoke
5,REDUCT,1.05,25-25 (+0),8-3 (+5),70%,0.76,24%,0,0,32%,Nomad,Mozzie
6,FAALLZ,0.9,20-24 (-4),3-2 (+1),58%,0.61,27%,1,1,40%,Buck,Smoke
7,LUKID,1.08,28-24 (+4),3-3 (+0),67%,0.85,27%,0,1,56%,Zofia,Jager
8,RHZ,0.9,18-24 (-6),1-1 (+0),67%,0.55,27%,1,1,41%,Hibana,Jager
9,FELIPOX,0.91,23-26 (-3),3-6 (-3),64%,0.7,21%,0,0,50%,Buck,Jager
0,BULLET,1.05,14-12 (+2),0-0 (+0),67%,0.67,43%,0,0,36%,Zofia,Bandit
1,NOVYS,1.06,19-19 (+0),6-3 (+3),76%,0.9,10%,0,1,53%,Capitao,Valkyrie
2,CYB3R,1.23,18-12 (+6),3-0 (+3),76%,0.86,43%,0,0,35%,Maverick,Jager
3,MKING,1.2,18-12 (+6),4-1 (+3),76%,0.86,43%,0,1,56%,Hibana,Lesion
4,LIPEZORD,0.81,10-17 (-7),1-4 (-3),71%,0.48,19%,0,0,60%,IQ,Valkyrie
5,GDNN1,0.82,13-17 (-4),1-2 (-1),57%,0.62,19%,0,0,25%,Thermite,Maestro
6,HUGZORD,1.31,17-8 (+9),1-1 (+0),81%,0.81,62%,0,1,53%,Hibana,Smoke
7,LUMYY,1.13,18-13 (+5),2-0 (+2),62%,0.86,38%,1,0,61%,Zofia,Jager
8,MGN,0.66,11-20 (-9),0-4 (-4),57%,0.52,5%,0,0,70%,Buck,Mute
9,STROKER,0.54,9-19 (-10),1-4 (-3),38%,0.43,10%,0,0,44%,Nomad,Goyo
0,DUDDS,1.07,24-20 (+4),8-3 (+5),63%,0.89,26%,0,0,50%,Thatcher,Jager
1,DRUNKZ,0.89,13-18 (-5),2-4 (-2),67%,0.48,33%,0,3,46%,Hibana,Maestro
2,VNXZZ,1.32,30-18 (+12),3-1 (+2),70%,1.11,33%,0,0,61%,Buck,Valkyrie
3,VITZ,0.53,6-22 (-16),0-0 (+0),48%,0.22,19%,0,0,33%,IQ,Kaid
4,REDUCT,0.83,14-20 (-6),4-6 (-2),52%,0.52,26%,0,2,62%,IQ,Maestro
5,FAALLZ,0.95,16-17 (-1),2-3 (-1),56%,0.59,37%,1,1,67%,Buck,Smoke
6,LUKID,1.17,25-17 (+8),1-4 (-3),74%,0.93,37%,0,0,28%,Ash,Jager
7,RHZ,0.92,14-16 (-2),0-1 (-1),67%,0.52,41%,0,2,29%,Hibana,Mute
8,FELIPOX,1.31,27-18 (+9),3-3 (+0),74%,1,33%,1,1,58%,Jackal,Valkyrie
9,ALEM4O,0.89,15-18 (-3),4-2 (+2),59%,0.56,33%,1,0,60%,Buck,Mute
0,PZD,1.38,25-14 (+11),2-3 (-1),86%,1.14,36%,0,0,48%,Zofia,Jager
1,WAG,0.76,8-15 (-7),1-1 (+0),64%,0.36,32%,0,0,75%,Jackal,Kaid
2,SSEIIYA,1.14,11-11 (+0),1-1 (+0),68%,0.5,50%,1,5,17%,Thermite,Kaid
3,LIVE.,1.45,28-15 (+13),7-4 (+3),68%,1.27,32%,0,0,44%,Buck,Mute
4,KDS,0.79,14-19 (-5),3-2 (+1),50%,0.64,14%,0,0,42%,Nomad,Mute
5,SOULZ1,0.92,16-17 (-1),2-1 (+1),55%,0.73,23%,0,1,38%,Thermite,Maestro
6,LENDA,0.85,10-15 (-5),1-2 (-1),55%,0.5,25%,1,0,50%,Buck,Valkyrie
7,HXNTEER,0.83,13-19 (-6),2-6 (-4),50%,0.59,14%,1,0,42%,Ash,Kaid
8,WILL,1.05,19-19 (+0),2-1 (+1),73%,0.86,14%,0,0,32%,IQ,Jager
9,RAMALHO,0,0-2 (-2),0-0 (+0),0%,0,0%,0,0,0%,IQ,Recruit
10,HORNETÃO,1.18,19-17 (+2),1-1 (+0),82%,0.86,23%,1,0,47%,IQ,Smoke
0,FK1,1.55,17-6 (+11),2-1 (+1),93%,1.13,60%,0,0,65%,IQ,Jager
1,LEV1,1.63,17-6 (+11),2-1 (+1),93%,1.13,60%,0,2,47%,Thermite,Smoke
2,SENK4I,1.07,8-7 (+1),1-3 (-2),80%,0.53,53%,1,0,38%,Capitao,Smoke
3,CAINHO,1.3,14-11 (+3),1-1 (+0),87%,0.93,27%,1,0,50%,Amaru,Mozzie
4,L0H4N,0.5,5-15 (-10),3-2 (+1),47%,0.33,0%,0,0,25%,Ash,Valkyrie
5,MINIMUS,0.73,9-14 (-5),2-1 (+1),53%,0.6,7%,0,0,44%,Sledge,Lesion
6,MIRA,0.71,9-14 (-5),1-2 (-1),47%,0.6,7%,0,0,44%,Jackal,Valkyrie
7,PENHALVXR,0.43,5-15 (-10),0-0 (+0),40%,0.33,0%,0,0,60%,Nomad,Echo
8,TLZ,0.48,7-14 (-7),1-3 (-2),40%,0.47,7%,0,0,57%,IQ,Jager
9,KINGSTAR,1.42,15-6 (+9),2-1 (+1),80%,1,60%,0,0,43%,Nomad,Valkyrie
0,LIPEZORD,1.69,24-7 (+17),2-2 (+0),83%,1.33,61%,0,0,55%,IQ,Valkyrie
1,INTACT,0.65,9-15 (-6),1-4 (-3),50%,0.5,17%,0,0,44%,Buck,Kaid
2,GDNN1,1.5,16-6 (+10),3-1 (+2),94%,0.89,67%,0,2,71%,Thermite,Mute
3,YUUK,0.52,7-16 (-9),0-2 (-2),44%,0.39,11%,0,0,71%,Nomad,Smoke
4,LUMYY,1.17,13-9 (+4),1-1 (+0),83%,0.72,50%,0,0,38%,Zofia,Jager
5,HIT,0.55,8-16 (-8),2-3 (-1),39%,0.44,11%,0,0,38%,Zofia,Jager
6, MGN,0.9,10-14 (-4),3-1 (+2),67%,0.56,22%,0,0,44%,Buck,Smoke
7,RFX,0.66,11-18 (-7),3-2 (+1),39%,0.61,0%,0,0,73%,IQ,Valkyrie
8,STROKER,1.2,16-11 (+5),2-2 (+0),72%,0.89,39%,0,0,38%,Nomad,Mute
9,YURI,0.92,12-14 (-2),1-0 (+1),56%,0.67,22%,1,1,50%,Thermite,Maestro
0,DUDDS,1.28,20-11 (+9),4-3 (+1),73%,0.91,50%,0,0,45%,Zofia,Jager
1,LIPEZORD,0.84,13-15 (-2),1-3 (-2),55%,0.59,32%,1,0,50%,IQ,Valkyrie
2,GDNN1,0.86,12-17 (-5),0-0 (+0),55%,0.55,23%,0,3,42%,Thermite,Maestro
3,DRUNKZ,1,13-12 (+1),2-2 (+0),64%,0.59,45%,0,2,55%,Thermite,Smoke
4,VNXZZ,1.24,19-12 (+7),5-0 (+5),77%,0.86,45%,0,0,50%,Sledge,Valkyrie
5,VITZ,1.03,14-12 (+2),2-2 (+0),68%,0.64,45%,0,0,54%,IQ,Lesion
6,LUMYY,0.98,18-19 (-1),4-1 (+3),55%,0.82,14%,0,0,50%,Zofia,Jager
7,MGN,0.6,8-18 (-10),2-5 (-3),50%,0.36,18%,0,0,50%,Buck,Kaid
8,STROKER,0.54,8-18 (-10),1-5 (-4),36%,0.36,18%,0,0,50%,Thatcher,Goyo
9,ALEM4O,1.28,21-12 (+9),1-1 (+0),77%,0.95,45%,0,1,47%,Thatcher,Mute
0,SHA77E,0.9,25-29 (-4),1-2 (-1),59%,0.68,22%,0,1,52%,IQ,Bandit
1,RENUILZ,1.23,36-28 (+8),7-4 (+3),76%,0.97,24%,2,0,46%,Ash,Jager
2,SECRETLY,0.94,24-28 (-4),2-4 (-2),62%,0.65,24%,0,3,48%,Thermite,Smoke
3,REDGROOVE,1.06,26-23 (+3),1-3 (-2),70%,0.7,38%,0,1,36%,Capitao,Mute
4,CHAOXYS,1.27,38-27 (+11),3-4 (-1),65%,1.03,27%,3,0,49%,Nomad,Jager
