,Date,Team 1,Team 2,Team 1 Ban 1,Team 1 Ban 2,Team 1 Ban 3,Team 1 Pick 1,Team 2 Ban 1,Team 2 Ban 2,Team 2 Ban 3,Team 2 Pick 1,decider,Map 1 Round 1 Winner,Map 1 Round 1 Bombsite,Map 1 Round 1 Win Type,Map 1 Round 2 Winner,Map 1 Round 2 Bombsite,Map 1 Round 2 Win Type,Map 1 Round 3 Winner,Map 1 Round 3 Bombsite,Map 1 Round 3 Win Type,Map 1 Round 4 Winner,Map 1 Round 4 Bombsite,Map 1 Round 4 Win Type,Map 1 Round 5 Winner,Map 1 Round 5 Bombsite,Map 1 Round 5 Win Type,Map 1 Round 6 Winner,Map 1 Round 6 Bombsite,Map 1 Round 6 Win Type,Map 1 Round 7 Winner,Map 1 Round 7 Bombsite,Map 1 Round 7 Win Type,Map 2 Round 0 Winner,Map 2 Round 0 Bombsite,Map 2 Round 0 Win Type,Map 2 Round 1 Winner,Map 2 Round 1 Bombsite,Map 2 Round 1 Win Type,Map 2 Round 2 Winner,Map 2 Round 2 Bombsite,Map 2 Round 2 Win Type,Map 2 Round 3 Winner,Map 2 Round 3 Bombsite,Map 2 Round 3 Win Type,Map 2 Round 4 Winner,Map 2 Round 4 Bombsite,Map 2 Round 4 Win Type,Map 2 Round 5 Winner,Map 2 Round 5 Bombsite,Map 2 Round 5 Win Type,Map 2 Round 6 Winner,Map 2 Round 6 Bombsite,Map 2 Round 6 Win Type,Map 2 Round 7 Winner,Map 2 Round 7 Bombsite,Map 2 Round 7 Win Type,Map 3 Round 0 Winner,Map 3 Round 0 Bombsite,Map 3 Round 0 Win Type,Map 3 Round 1 Winner,Map 3 Round 1 Bombsite,Map 3 Round 1 Win Type,Map 3 Round 2 Winner,Map 3 Round 2 Bombsite,Map 3 Round 2 Win Type,Map 3 Round 3 Winner,Map 3 Round 3 Bombsite,Map 3 Round 3 Win Type,Map 3 Round 4 Winner,Map 3 Round 4 Bombsite,Map 3 Round 4 Win Type,Map 3 Round 5 Winner,Map 3 Round 5 Bombsite,Map 3 Round 5 Win Type,Map 1 Round 8 Winner,Map 1 Round 8 Bombsite,Map 1 Round 8 Win Type,Map 3 Round 6 Winner,Map 3 Round 6 Bombsite,Map 3 Round 6 Win Type,Map 1 Round 9 Winner,Map 1 Round 9 Bombsite,Map 1 Round 9 Win Type,Map 1 Round 10 Winner,Map 1 Round 10 Bombsite,Map 1 Round 10 Win Type,Map 1 Round 11 Winner,Map 1 Round 11 Bombsite,Map 1 Round 11 Win Type,Map 2 Round 8 Winner,Map 2 Round 8 Bombsite,Map 2 Round 8 Win Type,Map 2 Round 9 Winner,Map 2 Round 9 Bombsite,Map 2 Round 9 Win Type,Map 3 Round 7 Winner,Map 3 Round 7 Bombsite,Map 3 Round 7 Win Type,Map 3 Round 8 Winner,Map 3 Round 8 Bombsite,Map 3 Round 8 Win Type,Map 3 Round 9 Winner,Map 3 Round 9 Bombsite,Map 3 Round 9 Win Type,Map 2 Round 10 Winner,Map 2 Round 10 Bombsite,Map 2 Round 10 Win Type,Map 3 Round 10 Winner,Map 3 Round 10 Bombsite,Map 3 Round 10 Win Type,Map 1 Round 12 Winner,Map 1 Round 12 Bombsite,Map 1 Round 12 Win Type,Map 2 Round 11 Winner,Map 2 Round 11 Bombsite,Map 2 Round 11 Win Type,Map 2 Round 12 Winner,Map 2 Round 12 Bombsite,Map 2 Round 12 Win Type,Map 1 Round 13 Winner,Map 1 Round 13 Bombsite,Map 1 Round 13 Win Type,Map 3 Round 11 Winner,Map 3 Round 11 Bombsite,Map 3 Round 11 Win Type,Map 3 Round 12 Winner,Map 3 Round 12 Bombsite,Map 3 Round 12 Win Type,Map 4 Round 0 Winner,Map 4 Round 0 Bombsite,Map 4 Round 0 Win Type,Map 4 Round 1 Winner,Map 4 Round 1 Bombsite,Map 4 Round 1 Win Type,Map 4 Round 2 Winner,Map 4 Round 2 Bombsite,Map 4 Round 2 Win Type,Map 4 Round 3 Winner,Map 4 Round 3 Bombsite,Map 4 Round 3 Win Type,Map 4 Round 4 Winner,Map 4 Round 4 Bombsite,Map 4 Round 4 Win Type,Map 4 Round 5 Winner,Map 4 Round 5 Bombsite,Map 4 Round 5 Win Type,Map 4 Round 6 Winner,Map 4 Round 6 Bombsite,Map 4 Round 6 Win Type,Map 4 Round 7 Winner,Map 4 Round 7 Bombsite,Map 4 Round 7 Win Type,Map 4 Round 8 Winner,Map 4 Round 8 Bombsite,Map 4 Round 8 Win Type,Map 4 Round 9 Winner,Map 4 Round 9 Bombsite,Map 4 Round 9 Win Type,Map 4 Round 10 Winner,Map 4 Round 10 Bombsite,Map 4 Round 10 Win Type,Map 4 Round 11 Winner,Map 4 Round 11 Bombsite,Map 4 Round 11 Win Type,Map 4 Round 12 Winner,Map 4 Round 12 Bombsite,Map 4 Round 12 Win Type,Team 1 Pick 2,Team 2 Pick 2,Map 1 Round 14 Winner,Map 1 Round 14 Bombsite,Map 1 Round 14 Win Type,Map 1 Round 15 Winner,Map 1 Round 15 Bombsite,Map 1 Round 15 Win Type,Map 2 Round 13 Winner,Map 2 Round 13 Bombsite,Map 2 Round 13 Win Type,Map 2 Round 14 Winner,Map 2 Round 14 Bombsite,Map 2 Round 14 Win Type,Map 1 Round 16 Winner,Map 1 Round 16 Bombsite,Map 1 Round 16 Win Type,Map 1 Round 17 Winner,Map 1 Round 17 Bombsite,Map 1 Round 17 Win Type,Map 1 Round 18 Winner,Map 1 Round 18 Bombsite,Map 1 Round 18 Win Type,Map 1 Round 19 Winner,Map 1 Round 19 Bombsite,Map 1 Round 19 Win Type,Map 1 Round 20 Winner,Map 1 Round 20 Bombsite,Map 1 Round 20 Win Type,Map 1 Round 21 Winner,Map 1 Round 21 Bombsite,Map 1 Round 21 Win Type,Map 1 Round 22 Winner,Map 1 Round 22 Bombsite,Map 1 Round 22 Win Type,Map 1 Round 23 Winner,Map 1 Round 23 Bombsite,Map 1 Round 23 Win Type,Map 5 Round 0 Winner,Map 5 Round 0 Bombsite,Map 5 Round 0 Win Type,Map 5 Round 1 Winner,Map 5 Round 1 Bombsite,Map 5 Round 1 Win Type,Map 5 Round 2 Winner,Map 5 Round 2 Bombsite,Map 5 Round 2 Win Type,Map 5 Round 3 Winner,Map 5 Round 3 Bombsite,Map 5 Round 3 Win Type,Map 5 Round 4 Winner,Map 5 Round 4 Bombsite,Map 5 Round 4 Win Type,Map 5 Round 5 Winner,Map 5 Round 5 Bombsite,Map 5 Round 5 Win Type,Map 5 Round 6 Winner,Map 5 Round 6 Bombsite,Map 5 Round 6 Win Type,Map 5 Round 7 Winner,Map 5 Round 7 Bombsite,Map 5 Round 7 Win Type,Map 5 Round 8 Winner,Map 5 Round 8 Bombsite,Map 5 Round 8 Win Type,Map 5 Round 9 Winner,Map 5 Round 9 Bombsite,Map 5 Round 9 Win Type,Map 1 Round 24 Winner,Map 1 Round 24 Bombsite,Map 1 Round 24 Win Type,Map 3 Round 13 Winner,Map 3 Round 13 Bombsite,Map 3 Round 13 Win Type,Map 3 Round 14 Winner,Map 3 Round 14 Bombsite,Map 3 Round 14 Win Type,Team 1 Ban 4,Map 5 Round 10 Winner,Map 5 Round 10 Bombsite,Map 5 Round 10 Win Type,Map 5 Round 11 Winner,Map 5 Round 11 Bombsite,Map 5 Round 11 Win Type,Map 5 Round 12 Winner,Map 5 Round 12 Bombsite,Map 5 Round 12 Win Type,Map 5 Round 13 Winner,Map 5 Round 13 Bombsite,Map 5 Round 13 Win Type,Team 1 Pick 3,Map 4 Round 13 Winner,Map 4 Round 13 Bombsite,Map 4 Round 13 Win Type
3106,Mar 30 2020,forZe,Team Empire,Coastline,Club House,Kafe,,Villa,Theme Park,Border,,Consulate,forZe,Garage/Cafeteria,elimination,Team Empire,Garage/Cafeteria,elimination,forZe,CEO/Meeting,elimination,forZe,CEO/Meeting,elimination,Team Empire,Garage/Cafeteria,elimination,forZe,CEO/Meeting,elimination,forZe,CEO/Meeting,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Empire,Garage/Cafeteria,elimination,,,,forZe,Garage/Cafeteria,elimination,forZe,CEO/Meeting,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,Mar 30 2020,Team Vitality,Natus Vincere,Coastline,Consulate,Theme Park,,Villa,Kafe,Club House,,Border,Team Vitality,Armory/Archives,site retake and defuser disable,Natus Vincere,Ventilation/Workshop,elimination,Natus Vincere,Tellers/Bathroom,bomb defuse,Team Vitality,Armory/Archives,round timer,Natus Vincere,Ventilation/Workshop,elimination,Natus Vincere,Ventilation/Workshop,elimination,Natus Vincere,Armory/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Vitality,Ventilation/Workshop,elimination,,,,Natus Vincere,Ventilation/Workshop,elimination,Natus Vincere,Armory/Archives,round timer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,Mar 30 2020,Rogue,BDS Esport,Kafe,Consulate,Club House,,Coastline,Villa,Theme Park,,Border,BDS Esport,Armory/Archives,elimination,BDS Esport,Ventilation/Workshop,elimination,Rogue,Armory/Archives,elimination,BDS Esport,Ventilation/Workshop,elimination,Rogue,Tellers/Bathroom,elimination,Rogue,Armory/Archives,elimination,BDS Esport,Ventilation/Workshop,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogue,Customs/Supply,elimination,,,,Rogue,Armory/Archives,elimination,Rogue,Ventilation/Workshop,elimination,Rogue,Tellers/Bathroom,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,Apr 1 2020,forZe,Chaos,Theme Park,Kafe,Villa,,Consulate,Border,Coastline,,Club House,forZe,Church/Arsenal,elimination,Chaos,Church/Arsenal,elimination,forZe,Cash/CCTV,elimination,forZe,Cash/CCTV,elimination,forZe,Church/Arsenal,elimination,forZe,Church/Arsenal,elimination,forZe,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaos,Church/Arsenal,elimination,,,,forZe,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,Apr 1 2020,BDS Esport,Team Empire,Coastline,Border,Club House,,Villa,Theme Park,Kafe,,Consulate,BDS Esport,Garage/Cafeteria,elimination,BDS Esport,CEO/Meeting,elimination,BDS Esport,CEO/Meeting,elimination,BDS Esport,Garage/Cafeteria,elimination,BDS Esport,CEO/Meeting,elimination,Team Empire,CEO/Meeting,elimination,BDS Esport,Lobby/Piano,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDS Esport,Garage/Cafeteria,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,Apr 1 2020,G2 Esports,Team Vitality,Villa,Kafe,Club House,,Coastline,Border,Consulate,,Theme Park,Team Vitality,Armory/Throne Room,elimination,G2 Esports,Initiation Room/Office,elimination,G2 Esports,Bunk/Day Care,elimination,G2 Esports,Armory/Throne Room,elimination,G2 Esports,Bunk/Day Care,elimination,Team Vitality,Initiation Room/Office,elimination,G2 Esports,Initiation Room/Office,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Vitality,Bunk/Day Care,elimination,,,,Team Vitality,Armory/Throne Room,elimination,Team Vitality,Initiation Room/Office,elimination,G2 Esports,Initiation Room/Office,elimination,,,,,,,,,,,,,,,,,,,,,,G2 Esports,Bunk/Day Care,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,Apr 1 2020,Natus Vincere,Rogue,Coastline,Club House,Border,,Kafe,Consulate,Theme Park,,Villa,Rogue,Aviator/Game Room,elimination,Natus Vincere,Aviator/Game Room,elimination,Natus Vincere,Trophy/Statue,site retake and defuser disable,Rogue,Kitchen/Dining,elimination,Rogue,Aviator/Game Room,elimination,Natus Vincere,Trophy/Statue,elimination,Natus Vincere,Aviator/Game Room,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natus Vincere,Aviator/Game Room,elimination,,,,Natus Vincere,Trophy/Statue,elimination,Natus Vincere,Trophy/Statue,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,Apr 6 2020,Chaos,Team Empire,Border,Club House,Consulate,,Villa,Theme Park,Kafe,,Coastline,Chaos,Hookah/Billiards,elimination,Chaos,Hookah/Billiards,elimination,Chaos,Kitchen/Service,elimination,Chaos,Blue/Sunrise,elimination,Chaos,Blue/Sunrise,elimination,Team Empire,Hookah/Billiards,elimination,Team Empire,Blue/Sunrise,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Empire,Kitchen/Service,elimination,,,,Team Empire,Kitchen/Service,elimination,Team Empire,Hookah/Billiards,elimination,Team Empire,Kitchen/Service,elimination,,,,,,,,,,,,,,,,,,,,,,Team Empire,Blue/Sunrise,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,Apr 6 2020,Team Vitality,Rogue,Coastline,Border,Consulate,,Kafe,Theme Park,Villa,,Club House,Rogue,Cash/CCTV,round timer,Team Vitality,Church/Arsenal,elimination,Rogue,Church/Arsenal,elimination,Rogue,Cash/CCTV,round timer,Rogue,Master/Gym,elimination,Team Vitality,Church/Arsenal,elimination,Rogue,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Vitality,Master/Gym,round timer,,,,Rogue,Church/Arsenal,elimination,Rogue,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,Apr 6 2020,forZe,BDS Esport,Kafe,Theme Park,Coastline,,Border,Villa,Consulate,,Club House,forZe,Church/Arsenal,elimination,BDS Esport,Cash/CCTV,elimination,forZe,Church/Arsenal,elimination,forZe,Church/Arsenal,elimination,forZe,Cash/CCTV,elimination ,forZe,Master/Gym,elimination,BDS Esport,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forZe,Cash/CCTV,round timer,,,,forZe,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,Apr 6 2020,G2 Esports,Natus Vincere,Villa,Consulate,Theme Park,,Coastline,Border,Kafe,,Club House,Natus Vincere,Church/Arsenal,elimination,G2 Esports,Cash/CCTV,elimination,Natus Vincere,Cash/CCTV,elimination,Natus Vincere,Church/Arsenal,elimination,Natus Vincere,Master/Gym,round timer,Natus Vincere,Cash/CCTV,elimination ,Natus Vincere,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2 Esports,Cash/CCTV,elimination,,,,Natus Vincere,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,Apr 8 2020,Rogue,Chaos,Theme Park,Kafe,Villa,,Coastline,Club House,Consulate,,Border,Rogue,Armory/Archives,elimination,Chaos,Ventilation/Workshop,site retake and defuser disable,Rogue,Armory/Archives,elimination,Rogue,Customs/Supply,elimination,Rogue,Ventilation/Workshop,elimination,Chaos,Armory/Archives,elimination,Rogue,Ventilation/Workshop,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogue,Armory/Archives,elimination,,,,Chaos,Tellers/Bathroom,elimination,Rogue,Ventilation/Workshop,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,Apr 8 2020,G2 Esports,BDS Esport,Club House,Kafe,Consulate,,Theme Park,Coastline,Villa,,Border,BDS Esport,Tellers/Bathroom,elimination,G2 Esports,Armory/Archives,elimination,G2 Esports,Ventilation/Workshop,round timer,BDS Esport,Tellers/Bathroom,elimination,G2 Esports,Armory/Archives,elimination,G2 Esports,Ventilation/Workshop,elimination,BDS Esport,Ventilation/Workshop,site retake and defuser disable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDS Esport,Customs/Supply,site retake and defuser disable,,,,G2 Esports,Armory/Archives,elimination,BDS Esport,Armory/Archives,elimination,BDS Esport,Ventilation/Workshop,elimination,,,,,,,,,,,,,,,,,,,,,,G2 Esports,Customs/Supply,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,Apr 8 2020,Natus Vincere,forZe,Club House,Consulate,Border,,Theme Park,Coastline,Villa,,Kafe,Natus Vincere,Service/Cooking,elimination,Natus Vincere,Bar/Cocktail,elimination,Natus Vincere,Reading/Dining,round timer,Natus Vincere,Service/Cooking,elimination,Natus Vincere,Bar/Cocktail,elimination,forZe,Reading/Dining,elimination ,Natus Vincere,Bar/Cocktail,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forZe,Service/Cooking,elimination,,,,Natus Vincere,Bar/Cocktail,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,Apr 8 2020,Team Vitality,Team Empire,Border,Consulate,Coastline,,Villa,Theme Park,Kafe,,Club House,Team Empire,Cash/CCTV,elimination,Team Vitality,Church/Arsenal,round timer,Team Vitality,Master/Gym,elimination,Team Vitality,Cash/CCTV,elimination,Team Vitality,Church/Arsenal,elimination,Team Vitality,Master/Gym,elimination,Team Empire,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Vitality,Church/Arsenal,elimination,,,,Team Vitality,Master/Gym,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,Apr 13 2020,Rogue,Team Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,Apr 13 2020,Team Vitality,BDS Esport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,Apr 13 2020,G2 Esports,forZe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,Apr 13 2020,Natus Vincere,Chaos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,Mar 24 2020,Evil Geniuses,Tempo Storm,Villa,Club House,Theme Park,,Coastline,Consulate,Kafe,,Border,Evil Geniuses,Armory/Archives,elimination,Tempo Storm,Ventilation/Workshop,elimination,Evil Geniuses,Tellers/Bathroom,elimination,Tempo Storm,Armory/Archives,elimination,Evil Geniuses,Armory/Archives,elimination,Tempo Storm,Ventilation/Workshop,elimination,Tempo Storm,Armory/Archives,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempo Storm,Ventilation/Workshop,elimination,,,,Evil Geniuses,Tellers/Bathroom,elimination,Tempo Storm,Armory/Archives,elimination,Evil Geniuses,Ventilation/Workshop,elimination,,,,,,,,,,,,,,,,,,,,,,Evil Geniuses,Ventilation/Workshop,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,Mar 24 2020,DarkZero Esports,Team SoloMid,Club House,Consulate,Theme Park,,Coastline,Border,Kafe,,Villa,DarkZero Esports,Aviator/Game Room,elimination,Team SoloMid,Aviator/Game Room,elimination,Team SoloMid,Kitchen/Dining,elimination,DarkZero Esports,Trophy/Statue,elimination,Team SoloMid,Living/Library,elimination,Team SoloMid,Kitchen/Dining,elimination,Team SoloMid,Aviator/Game Room,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DarkZero Esports,Kitchen/Dining,elimination,,,,Team SoloMid,Aviator/Game Room,elimination,DarkZero Esports,Living/Library,site retake and defuser disable,Team SoloMid,Kitchen/Dining,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,Mar 24 2020,Team Reciprocity,eUnited,Border,Kafe,Villa,,Coastline,Theme Park,Consulate,,Club House,Team Reciprocity,Church/Arsenal,elimination,Team Reciprocity,Cash/CCTV,round timer,Team Reciprocity,Master/Gym,elimination,Team Reciprocity,Church/Arsenal,round timer,eUnited,Cash/CCTV,elimination,Team Reciprocity,Master/Gym,round timer,eUnited,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Reciprocity,Church/Arsenal,elimination,,,,Team Reciprocity,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
